,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
192,AnnCopper,"I love the Yukon, Hiking is my life and job. Shambhala is where my heart is at. I make traditional sewn Mucklucks. I am a traveler for UFC and EDM festivals.","Canada, Yukon, Haines Junction",1301,1012,2530,6,Scientists say the force of the event was equivalent to a magnitude 4.9 earthquake — and was about one-sixth the size of one of Canada's biggest landslides in 1965. https://t.co/F3ESirFxj5,[]
193,ComActionSutton,"Community Action Sutton (Previously SCVS) supports, develops and promotes the voluntary sector in the London borough of Sutton",Sutton,1791,1839,6011,0,"It's Tuesday and we have just sent out our latest COVID 19 E-News.  This weeks it's packed full of local news and information,  funding opportunities plus much more...

https://t.co/nbaTodLmVP https://t.co/LI7eo8m9d0",[]
194,gzmiiiq18,"🅣︎🅡︎🅔︎🅐︎🅢︎🅤︎🅡︎🅔︎
𝙷𝙰𝚁𝚄𝚃𝙾 𝙹𝚄𝙽𝙺𝚈𝚄 #harukyu
 ʕ·ᴥ·ʔ🌥¸♬•*✨¸🌷ღ'🤏🏻",,484,516,51575,390,"TREASURE will sing an ending theme song for TV Tokyo anime ‘Black Clover’. The title of the song will be ‘Beautiful’.

Source: https://t.co/9CWlMdhg7C

@treasuremembers #TREASURE",[]
195,K10486304,"When the bad get going, how bad does the going get",,288,42,3702,0,"@Talal_Handala @Reuters It’s called “reporting news” if you’re so insecure that you can’t listen to any news about Saudi Arabia, that’s your problem.",[]
196,Recommended_EA,https://t.co/1JtefJoovS is establishing a network of exceptional independent estate agents across the UK #EstateAgents #HomeOwners #Vendors #BestEstateAgents✌,United Kingdom,686,4729,21969,0,Laurence Llewelyn-Bowen on decorating for Christmas and Changing Rooms’ return in the new year #Metro #UKProperty #News https://t.co/MsZ1vHsnBj,"['Metro', 'UKProperty', 'News']"
197,ExpatBelgium,"News, Traffic, Weather and Events from around the web. #Blacklivesmatter","Brussels, Belgium",3636,6318,128031,0,Passengers use train's PA system to say they will blow it up unless 'cancer Jews get off now' in Belgium https://t.co/xSgBTsOfgb,[]
198,marswu33,#HONGKONG DARKNESS AGES,,1416,1073,24271,97,"""Benedict Rogers told The Sun Online: ""In general terms we need to take a strong stand, and specifically we need to be alert about potential espionage like honey traps.""

https://t.co/LdrD9MKXis",[]
199,stufffie,Roman/Stufff ♦️ 19 ♦️ previously @/ aliensssname ♦️ pan genderfluid artist of colour ♥ @RoseBackup3 ♥ read carrd byf ♦️ #stufffsart,he/she/they but anythings ok,150,264,6602,7,Uhm... this is old news and ALL unis said they wouldn’t ban the hijab... there is no new law going in as it’s has already been stated before https://t.co/IzkOj3jY8m https://t.co/sci9oDE4jd,[]
200,NigNewspapers,Get the headlines as they happen! 'Nigeria Newspapers Online' is a repository of all top Nigeria newspapers online and Offline.,London - UK,6,3774,43195,0,Olympics: A third of Japanese want Tokyo Games cancelled https://t.co/6PpAYPCsc2  #Nigeria #NigeriaNews https://t.co/iaVTJThUcU,"['Nigeria', 'NigeriaNews']"
201,CROWTAEKOOK,"#JK : rather be dead than cool • fan of  BILLBOARD HOT100 3 NO. 1's , GRAMMY NOMINEE  WORLDWIDE LEGENDS ONE & ONLY @BTS_twt  •  💜 #kv  • u nice keep going •",she/her - ☁️,2867,2456,107408,984,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
202,jainshilpa23,#DigitalMarketer | #Virtual #Intern at @NASSCOMFdn @MyKartavya | #SocialMediaMarketer | #Poet,India,371,440,1879,582,Very sad news. The @IndianNavy’s ‘Grey Dolphin’ (seniormost serving submariner) Vice Admiral Srikant passed away this morning in Delhi from Covid. Deepest condolences to his family &amp; the silent service. He was to retire at the end of this month. Fine officer &amp; gentleman. https://t.co/pSRHxSZta5,[]
203,dhininursyifaa,"lucky number, 7~",,86,11,470,984,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
204,GMBPressOffice,"Over 600,000 UK workers are @GMB_Union members. Media enquiries on 07958 156846 or at press.office@gmb.org.uk",UK,209,8234,4977,3,"It's time Ministers listened.

We cannot suffer another decade of poor growth and cuts to services.

At-risk sectors need vital support.

Bold action is required to protect jobs, secure livelihoods - and save industries.

https://t.co/1B8PsN9mpw",[]
205,CherylFreeman2,,,127,25,126,3,Consumers won't need receipts to benefit from one of Canada's largest class-action settlements https://t.co/8IaeYsCRxI https://t.co/BPzdzTQ8IE,[]
206,lazyfactchecker,"""We live in a Twilight world.” 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺",,450,631,103343,139,"The far-right turned up at my constituency office with a banner displaying the words:

""It's okay to be White"" &amp; ""All lives matter""

After months of them sending me death threats. 

They'll try &amp; intimidate me but they'll not silence me.

https://t.co/R65Z3dmXxP",[]
207,Carefree19991,Love my Country. My opinions are my own but I respect the right of others to have their own. RT is not necessarily an endorsement. I value  freedom of speech.,,750,401,26307,0,"The DA is no different than the anc ... they support lockdown when it fits their narrative ... now they shouting but it is to late 
https://t.co/UxobEX6Meq",[]
208,thejoshuablog,"Gay Progressive Patriot. #NYC's the greatest city in the world. Trump's a lying, narcissistic sociopath & a racist, septic cunt.🤬 RT’s ≠ endorsements.🏳️‍🌈",new york city,2807,6603,499535,2,"Via @RawStory: Masquerading as a right-wing news outlet, Newsmax’s dull repetitiveness is stupefying — and intentional https://t.co/CizaqPYE6h | #politics #trump #corruption",[]
209,eliltaaaaa,22 | 🇳🇬🇪🇷 | i hate it here,"London, England",313,196,24975,7972,the news on December 21st 😂😂 https://t.co/j0JvwTTr8z,[]
210,EntertainMeHub,"#Music, #Film, #Theatre & #Games #news and #gossip. #Movies #stars #win #competitions #prizes","London, England",807,1768,37941,1,McFly announce one off show at London’s The O2 Arena - #mcfly @mcflymusic https://t.co/eQb54r11jN https://t.co/tgAuP5uwV7,['mcfly']
211,JohnB31939203,"Bleed Red, White, & Blue, Respect my fellow vets.🇺🇸I despise anyone that fucks with our US Constitution. Don’t like it, get the fuck out of our country. 🇺🇸",New England,744,826,15432,1,"What does @PebbleProject have to do with Rhenium?

Well…  Everything. 

According to a new resource estimate, the deposit “hosts roughly 4.2 million kilograms (9.3 million pounds) of rhenium in all resource categories.”
https://t.co/vRN0fvQZV6",[]
212,siwamenze,Ms Juicey’s mother 🖤,South Africa,347,982,83703,7972,the news on December 21st 😂😂 https://t.co/j0JvwTTr8z,[]
213,nftshyee,I got drifted To the door of my dreams I searched for so long The quiet song inside of me It finally brought me here!,,116,106,24251,984,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
214,RichardGEarl,"HBG shares Local, National & Global News Stories on Current Affairs, Business, Promotions, Technology, Environment Issues, & Networking activities.","Nanaimo, BC",10926,12217,392709,0,Province announces changes to Tofino-Ucluelet highway closures https://t.co/Ji4TsldgWj,[]
215,Gigi88718995,"Never be afraid to raise your voice for honesty and truth and compassion against injustice and lying and greed.
William Faulkner",,793,425,114697,1746,"BREAKING—“New variant"" (mutation) of #SARSCoV2 has been identified, believed to be causing faster spread, UK Health Secretary said. Its spread is growing faster than existing variant, w/ over 1,000 cases found, ""predominantly in south of England"". #COVID19
https://t.co/nllDlurCcz https://t.co/I27Qp3TVqb",['SARSCoV2']
216,potcoffin,✧༺♥༻∞ 17🦇,astral plane,18,0,15,0,"apparently instagram been spying on all of us lmao whaaats neeew 

https://t.co/sdU2EiN8Gk",[]
217,batrasurendra,"सीधा-सादा राष्ट्रवादी। अंधभक्त नहीं। पर भ्रष्टाचार गद्दार(कांग्रेस) का विरोध।
Simply Nationalist. Follow Modi ji with open minded.",,229,329,77255,543,"""KGB funded 40% of Indira Gandhi's MPs""
This isn't funding, this is RUNNING the Indian government. https://t.co/vXy9DMA7Qy",[]
218,MysteryTomchgr,too socialist to be a liberal and too liberal to be a socialist !!!fuck the haters!!,,641,137,2575,0,"@SecPompeo good news for peace, culture, human rights, international law and democracy, all that Turkey ignores",[]
219,BangaloreTimes1,"Official handle of Bangalore Times. Follow for updates on the Kannada film industry, Bengaluru city, lifestyle, trends, food, fitness & fashion",Bangalore,626,138696,40650,0,"#QuickTakesWithBangaloreTimes featuring @shanvisrivastav . Here's a look at the actress' cinematic journey.. 

Read more: https://t.co/5vzLcaBeJ9 https://t.co/yHHRhxtVAO",['QuickTakesWithBangaloreTimes']
220,Dena05513796,"Zygotic Theologian, believer and dreamer, admirer of the triumphant daffodil",,696,330,13486,314,"Headlines like 'MUTANT COVID' help absolutely nobody and nothing. It's almost like bad news gets more attention.

Changes happen. @BallouxFrancois who is an expert in this field says - 'there is currently no cause for panic.'

I agree with Francois. Caution, not panic.",[]
221,Patrici39076066,,,6,1,1102,0,"https://t.co/yncb4YTKPh   oh please, your such a LIAR......you knew what that pig was doing....",[]
222,KaurParveendeep,...,,12,22,148,0,@Rajanawasthi188 @KUNTAKCHATTOPA2 @RamaChris1 @Vikram85846750 delhi jaane ke baad hi news channels ko pta lga es protestk bare mai nd yeah govt. ne bhi tbhi yeh meeting appoint ki,[]
223,felixloveslaga,"EXO-ℓ , NCTzen, BunnyZen 🐰",,285,188,39645,2456,"Remix versions of NCT ""Make A Wish (Birthday Song)"" and ""90’s Love"" will be released on December 17 through SM Entertainment's ScreaM Records

https://t.co/i7s7Ou3LhK https://t.co/m7TB9rEVlx",[]
224,DomJNorth,,,1883,1145,47100,228,“Wellingborough Conservatives News says ‘Trump has learned that a lie can go round the world before the truth can get its boots on’. If you make enough dubious claims fast enough honest speakers are overwhelmed ‘“ https://t.co/rEM503gyjD,[]
225,MShort711,"Husband of Becky, Father of Josephine, Ph.D student, Speak the Gospel, Make the World Better, Always Hope. Retweets are not endorsements.","Lynchburg, VA",812,383,7071,146,"In 2018, Liberty gave $2.2 million to Ralph Reed’s Faith and Freedom Coalition for “nonpartisan voter education.”

In 2019, the university cut 12 full-time faculty members from the School of Divinity. 

In 2020, the philosophy department was eliminated.   https://t.co/SkG4Cml8me",[]
226,TNNASIA_News,,,425,124,11556,0,"TNN TV Headlines | 03 PM | 15 December 2020
https://t.co/dVE5zMxFRJ

Karachi- Coronavirus kills 73 Pakistanis, infects 2,459 in one day  #farmersrprotest #Trump

Islamabad- Petrol crisis report has been submitted to PM #Petrol #Coronavirus","['farmersrprotest', 'Trump', 'Petrol', 'Coronavirus']"
227,RealRobCropton,🇬🇧🇪🇺,Colchester United Kingdom ,156,159,7671,0,@BritishAlba @RSylvesterTimes @thetimes So you're OK with the government peddling fake news?,[]
228,PenderynDic,she/her (dic penderyn’s dead),,2154,489,11830,2,"Most vile news of 2020.
It’s almost like it was deliberate 🤔🤔
All I want for Xmas is to know that one day this entire Government will face a Court of law for thousands of unnecessary deaths, thanks to their negligence.
#EconomicMurder https://t.co/5gDSFTRGBU",[]
229,Lessthanmonty,I got old,,1087,509,5426,19,@NicolaSturgeon @DrGregorSmith @scotgov Yes this isn’t good news. When will you be coming to Govanhill to meet Mr Cairnie for a walk round the midden you call a constituency @NicolaSturgeon You are compliant in child prostitution if you do nothing. @HumzaYousaf You are compliant in child prostitution if you do nothing.,[]
230,skrrteary,my biggest flex is stanning bts,seven,195,16,18781,984,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
231,tonipelori,Black lives matter ✊🏿✊🏽✊🏻,,113,118,12470,25,"Almost a year after the Home Office told me releasing it would ""not be in the public interest"", the grooming gangs review has been published 

It says that despite high-profile cases involving Pakistani men, offenders come from ""diverse backgrounds""

https://t.co/e71EWCB7CK",[]
232,LeonMendip,"Pro-Leave. Clean Brexit. Freedom of thought and speech. Church bell ringing. No to woke education system, and no to uncontrolled and excessive immigration.",,558,260,11160,379,"Silicon Valley tech giants are institutionally racist and anyone who makes use of their platforms is complicit in white supremacy. 

Please retweet.

https://t.co/1zBTGYyQHG",[]
233,LHHS1999,2021,,54,38,1193,0,"@ethantrades97 I think smart move, i learned hard way not to keep threw news, take some profit and re-enter afrer news when stabilizes 👏",[]
234,iEricof,"📸 | Virtual - Gaming Photographer
🎨 | Creative Mindset
🏆 | PS4 Trophy Hunter

Loves to take virtual pictures in video games and share them to the world.",🇳🇱,943,2241,74758,26,"NEWS: 6 New Vehicles have been released today. Here are the vehicles and prices

(Credit @GTAGFX) https://t.co/wEav13t75A",[]
235,KevAceHarve,"Marketer, Football Coach and Liverpool fan.","Davenham, England",461,144,4765,0,"@AdrianEdmondson When I was at university, one day the headline news on East Midlands Today was that a bird had flown into the studio window. Can’t remember when we last had a news day that slow!",[]
236,sugareignxty,@sugareignty got restricted so here I am,she/her,31,8,23,0,when they start calling their family to share the good news... idk its just so endearing to see,[]
237,h_mckean,"“I would rather be ashes than dust.” - Jack London | GFHG, SDGM | ISFJ | A Gooner | Care about the environment and my home.",Somewhere out there,1178,1407,31323,14,Brazil's health regulator says Chinese authorities are not being transparent when it comes to authorising emergency use of Sinovac's #COVID19 vaccine. https://t.co/ZEvwriYvnu,[]
238,hemmo_02,"𝘔𝘢𝘺 𝘸𝘦 𝘮𝘦𝘦𝘵 𝘢𝘨𝘢𝘪𝘯
































02.04.18/12.02.21 HS 🌻",Venezia,345,184,3690,10058,We know that Jesy leaving the group is going to be really upsetting news for our fans. We love you guys so much and are so grateful for your loyalty and continued support of all of us.,[]
239,MyNation_TS,MyNation[https://t.co/CrnDkpD48I] TELANGANA OFFICIAL,,34,320,8726,10,"@love_a_man @MyNation_net @MensDayOutIndia @rashtrapatibhvn @narendramodi @RahulGandhi @rsprasad @RajThakre09 @ThakreUddhav @ArvindKejriwal @BJP4India @INCIndia @theShivsena @ShivsenaComms @RSS4India @AITCofficial @HMOIndia @ndtv @News24 @aajtak @ABPNewsTV @dna @republic @mid_day @MumbaiMirror @Ani_News @BBC @nytimesworld @Independent @ABC @NBCNews @RT_com @SkyNews @HuffPost @DailyMailUK @latimes @USATODAY @FoxNews @washingtonpost @WSJ @Jerusalem_Post @AltNews @AlMonitor @khaleejtimes @madhukishwar @MinistryWCD @policepatna @sharmarekha @NCWIndia @India_NHRC #CrimeByBharatkiLaxmi 2020-1406

#HelpMeMyNation
#FakeCases_498A_DV_125_307_354_376_377
#WomenWhoCode
#LegalTerrorism
#AblaNari
#BreakingNews
#BREAKING
#GenderBiasedLaws 
#COVID19
#FreeTems
#HunterBiden

Woman held for duping Kullu resident of Rs15 lakh

https://t.co/bEK80j1lRj",[]
240,euanlynn,He/Him - Artist / synths in @novyilef & @swinetax / modernist / socialist / straight edge,Whitley Bay,567,557,18181,0,"I don't know why this isn't all over the news - these redundancies are completely tied to Sunak's decision to end the furlough scheme earlier than needed, and then immediately reinstate it. Absolutely shocking. https://t.co/leph5wl5ML",[]
241,clar_idadE,"Projects and Trains lover! With my heart in Nicaragua, bits of me remain in the UK and Spain. Life is to be lived to the fullest. Let’s care about the planet 🌎","London, United Kingdom ",749,727,155473,200,"Shocking news. Paul Behrends, ex-staffer to Dana Rohrabacher and one of the key people behind the anti Magnitsky campaign in DC in 2016 died suddenly from head trauma last weekend in Washington  https://t.co/mxz9qW2gaH",[]
242,janebar149,Adam Lambert fan.,New England USA,534,158,23268,654,"Barr fired a top federal prosecutor who was probing a shady foreign bank in the dead of night and then lied about it.
https://t.co/kitYcORMm5",[]
243,mawuli____,,,205,116,46706,1,"News Release: Adherence To Public Order law

The Police Administration reminds organizers and participants of special events such as demonstrations to give due regard to the laws of the country, particularly the Public Order Act 1994 (Act 481)...Read more from the attached https://t.co/lKHr4Zx3Rd",[]
244,JonahJmwangi,"Photojournalist.

My tweets, my opinion.",Kenya,1470,849,4455,0,"#MsambweniDecides

Breaking News

Team Feisal voters have been blocked from exercising their Democratic right of voting at Jomo Kenyatta Primary school polling station.

They have started chanting ""Feisal Kiboko yao"" https://t.co/RTHM6Um6JK",['MsambweniDecides']
245,amjsutherland,"#Ecommerce Director & Digital Consultant. Father, Husband, U15 Football coach. I tweet on #ecommerce #politics & #football Retweets ≠ agreement",,1453,1428,164293,0,"@gilliancaldicot @Life_Disrupted It’s only news when it’s happening, I suppose...",[]
